% Model,results1.mph
% Version,COMSOL 5.5.0.292
% Date,"Nov 27 2020, 21:48"
% Table,learning parameters - learning parameters
% r (m),phi2,PL (Pa),Dr,cL (mol/m^3),porosity (1),Thiele modulus,Peclet number (1),diffusion ratio of flow to cell phase [0.01-1],normalized intrinsic average concentration in flow domain 1 (1),normalized intrinsic average concentration in flow domain 2 (1),normalized intrinsic average concentration in flow domain 3 (1),normalized intrinsic average concentration in flow domain 4 (1),normalized intrinsic average concentration in flow domain 5 (1),normalized forward finite difference on intrinsic average concentration in domain 1 (1),normalized forward finite difference on intrinsic average concentration in domain 2 (1),normalized center finite difference on intrinsic average concentration in domain 3 (1),normalized center finite difference on intrinsic average concentration in domain 4 (1),normalized backward finite difference on intrinsic average concentration in domain 5 (1),Effectiveness factor in domain 1 (1),Effectiveness factor in domain 2 (1),Effectiveness factor in domain 3 (1),Effectiveness factor in domain 4 (1),Effectiveness factor in domain 5 (1)
8.2498E-7,50.5279,4863.62445,0.94054,3.0702,0.5248571492114175,50.5279,54.6121938049801,0.94054,2.502993012281181,1.7978662841836632,1.280494780713965,0.9005471274094049,0.6270941529824128,0.1939051493819634,0.14227371431081054,0.1233783929926046,0.08984040831099599,0.07519774494759332,0.38997208905119035,0.3226534615606977,0.27508541017251736,0.23748455577104016,0.20896388219914672
8.9276E-7,35.1616,219.817872,0.5008,9.0753,0.44357478029039366,35.1616,1.336962739946386,0.5008,1.6069943028156133,0.0010096670793987138,3.6696304815892926E-7,1.2793894864974982E-10,4.635529662593076E-14,0.47791961446662096,3.003542572910405E-4,1.5023171126420332E-4,5.460164824836851E-8,3.8059130547311624E-11,0.23382171746757988,0.1244877166860505,0.12446068091919676,0.12587221138645394,0.12435996420509235
6.9816E-7,46.0911,2111.17535,0.73429,0.62624,0.6597114902756802,46.0911,48.433783705647976,0.73429,0.5285946056956903,0.42067751769032286,0.33861131815588547,0.2722987931958667,0.21870960747176046,0.025114464720609103,0.01909844595565427,0.017265348382174917,0.013951763055204784,0.012471275301714003,0.1774038111972282,0.156033463610822,0.14786093609008544,0.141350920408238,0.13604939549134382
8.1543E-7,11.0104,4845.39564,0.34968,9.5377,0.535794021443986,11.0104,58.30017769094158,0.34968,9.203807520081194,8.701113824992758,8.216186951206533,7.740662175815101,7.275520268367309,0.13663717326198765,0.13180797356383392,0.13053018138148953,0.1278413055312647,0.12643022186338423,0.9207960070945885,0.9104625278783423,0.8994998094341515,0.88721548255299,0.8742159146094911
7.4068E-7,18.1454,1634.32922,0.90092,6.601,0.6170001580833808,18.1454,30.75639757139628,0.90092,5.899753010915355,4.867523048201964,3.9558024947767083,3.1587405217090145,2.4805988731417865,0.25485069626085166,0.22509772650367268,0.2109435069537996,0.18210896974542565,0.1674286520869248,0.8556441905287832,0.8018575197941706,0.741521714069588,0.6749245378466807,0.6086344984740456
7.8319E-7,54.6157,2538.07131,0.70465,5.7529,0.5717753863808097,54.6157,37.730662633485224,0.70465,4.731553270199288,3.4010235914417795,2.4017068979939253,1.6623226091397776,1.131656874835207,0.3473525130353643,0.2608849470471416,0.22695553705485083,0.16578174627294612,0.13853736548333223,0.4566680416742178,0.374116083480894,0.3095256014852168,0.25604298516748747,0.21433136201785732
7.7265E-7,20.7844,4139.83871,0.66491,9.2324,0.5832237364962005,20.7844,65.50596408299582,0.66491,8.724167153237346,8.01388862443876,7.35257300116193,6.718753802590531,6.111463224581276,0.18293223509207582,0.1703218387749476,0.16678098668350563,0.15982391147917369,0.15640768836628374,0.891673449634713,0.8686969640951158,0.8463028433153321,0.8214363024831621,0.7948453326737501
9.1337E-7,7.98964,5357.32222,0.21437,3.4417,0.41758728898381275,7.98964,25.46425691597724,0.21437,3.063153336073591,2.4362698162334024,1.9028570789065267,1.4588539978318094,1.0982076141066177,0.19085886683881098,0.16240106396408283,0.1487903810089105,0.12249044694404881,0.10980119583435943,0.6285610959519017,0.5758638755199891,0.5250708053184981,0.47767543047090666,0.4352181821836432
7.6732E-7,37.838,2556.04214,0.59682,3.4484,0.5889540294914295,37.838,41.69692122816393,0.59682,2.9375391459929117,2.275514955706502,1.7511532838221608,1.333928465380091,1.0066373882689112,0.1693281338968559,0.13411773269009758,0.12041635762621031,0.09521365616265323,0.08371232976298346,0.41028251249608066,0.35373092360239844,0.3109662280741531,0.2745475715763373,0.24399371600694192
7.6711E-7,11.9045,3616.85154,0.6109,8.7312,0.5891789886788171,11.9045,59.072143508458225,0.6109,8.40268050544867,7.9295363928457085,7.478548780206761,7.034632743375084,6.599750988193588,0.12098452673961918,0.11531903584382092,0.11441492309090175,0.11235576237187095,0.11120071440575931,0.943883929564952,0.9357921686940855,0.9280369155459788,0.919208703188507,0.9097912446832257
5.9615E-7,44.3994,778.843311,0.33979,6.2921,0.7518876081133671,44.3994,25.6940593109983,0.33979,5.602205204466684,4.714864393653664,3.972066978201351,3.3257848170548217,2.7674363596266285,0.1763294081220607,0.14760622640729879,0.1380166315982333,0.1196900905438868,0.11095314429860578,0.39437404107995006,0.3471774452450433,0.31426631569543756,0.28388566527457215,0.256070845412104
9.3274E-7,23.3421,481.988182,0.72512,9.3106,0.39262269228653934,23.3421,1.7450099083679704,0.72512,1.788040501736098,0.0016167485641975247,6.691145293295593E-7,2.738442903949056E-10,1.1347174069152361E-13,0.5554229638445195,5.024606486278375E-4,2.5133430005734597E-4,1.0401829670787029E-7,8.510656126384386E-11,0.3564467951192639,0.20908380817926847,0.20870130217119004,0.21282807131490922,0.20870206225100424
5.6211E-7,40.1565,630.856477,0.13052,6.955,0.779412965642361,40.1565,22.852548756549528,0.13052,6.437280391966711,5.738136737440084,5.121457022097496,4.554216231298776,4.0332577455368765,0.1309985465486541,0.11554727826374078,0.11091559261784846,0.10194794922458161,0.09761199147720709,0.31390794737172767,0.2897286582115133,0.2724560339502722,0.2558284308155857,0.23981192170384164
8.3663E-7,52.0844,4795.18414,0.03923,5.9028,0.511342885742444,52.0844,49.256974740371696,0.03923,5.5769158750106715,5.079315268042421,4.616205419955859,4.1811383932593,3.7726383088387068,0.13876919860261572,0.12915053073488683,0.12524028645830054,0.11762559202899056,0.11392114187626685,0.16626873885237448,0.15878153143583495,0.15179231367672757,0.14533340179533513,0.13881620004785075
6.8144E-7,19.8464,3845.53411,0.67009,3.5733,0.6758152327823919,19.8464,94.53970082771029,0.67009,3.384536921784242,3.1583469537060838,2.963882046871782,2.7808597163920243,2.6065736114470353,0.05137829728239339,0.04417205537105555,0.042872483832548776,0.040580710039306564,0.03958850778457112,0.6317189593336255,0.5976726067852715,0.5786266471256554,0.5615304140055277,0.5456535808659712
7.7304E-7,9.32456,2509.40851,0.89706,0.18471,0.582802889372644,9.32456,39.61758798693916,0.89706,0.15954501581679065,0.1269571826492986,0.10132404061774794,0.08078560945621396,0.06434565026034891,0.008397232850599352,0.00660514803868997,0.005948745490197023,0.00476429581364729,0.004236248685590506,0.42115704990819436,0.4046907078953146,0.39769173919887824,0.39208273484951367,0.3883913588028886
9.8991E-7,3.5105,4967.59463,0.90963,8.6406,0.3158855214623587,3.5105,5.4060394282444335,0.90963,6.5333018919882155,3.2424794608046,1.021549475389634,0.17729625347400027,0.02168268703525731,1.0858726776176575,0.7328402672873764,0.505709251461439,0.1649630220766468,0.051347808517792005,0.981531593641976,0.9460058769046475,0.8228370412878231,0.6962661348328463,0.6677163142345119
5.1839E-7,1.92149,591.295543,0.18332,0.3064,0.8123923301969274,1.92149,23.77613560930389,0.18332,0.2966728944758642,0.28343577769235506,0.27145716274373005,0.259981911164382,0.2489454442571326,0.0022873296564677676,0.0020698647344059066,0.0020263749782393242,0.001944974957711208,0.0019070646933496739,0.528245562725944,0.5177725305504196,0.5143308951029175,0.5113372429411559,0.5088361884264544
7.3094E-7,49.2211,510.721195,0.44712,7.419,0.6270068838295432,49.2211,10.086369946173521,0.44712,5.0703590818909055,2.2502271101934705,0.8934282593238727,0.33146485685333016,0.11914229900340575,0.6871157544641744,0.3305795173515413,0.2337500135760737,0.09432609663944035,0.05173168347827457,0.40220508621560525,0.2538514192378921,0.164948157302014,0.12235214703699412,0.1051781765923884
9.4328E-7,46.2606,15439.6244,0.14072,7.4528,0.37881835907523526,46.2606,47.23653310614882,0.14072,6.589788214551427,5.206056863141422,4.029745616856976,3.047983477423793,2.24937301001179,0.4350820363860099,0.3698636241317306,0.3392779105466208,0.2798983120974879,0.2511044272334647,0.3393359626734797,0.3023809910877415,0.2675877858485258,0.23514963225403165,0.20557468768130496
6.7198E-7,22.272,2419.0456,0.16514,3.4162,0.684753659527822,22.272,61.72767238982308,0.16514,3.2567874608630034,3.053467739394974,2.8734362886485556,2.7024649618460694,2.5389431960192383,0.04554226214402878,0.04032584475752609,0.039311141076218824,0.037462111397508095,0.03662778540010465,0.34982810599572556,0.3337193673525533,0.3238757294499997,0.31468836116314663,0.30572993634074386
7.5704E-7,17.2358,1531.88086,0.71619,1.0189,0.5998940470167496,17.2358,26.46615066738681,0.71619,0.8284655869351953,0.5840376576339504,0.40954288142533407,0.2851056508306999,0.1974242549017849,0.06168057319940481,0.04403317512699031,0.0377172477383888,0.026763714170564612,0.02212610799134193,0.38482223440630514,0.339127719630208,0.30953614621041475,0.2876027018519969,0.2720554687353951
6.3614E-7,24.4404,2070.62715,0.72051,6.6598,0.7174841825774614,24.4404,60.19037804396822,0.72051,6.257097610603275,5.75261227283294,5.315346988366756,4.903390744529696,4.514819337906637,0.10697443425640699,0.09272064602010609,0.09003729716913768,0.08487460992728336,0.08239527153639747,0.751495960136209,0.7087192396236366,0.6810452743951416,0.6545992498861893,0.6295253132810206
8.947E-7,40.2287,8013.26223,0.9703,9.1431,0.4411538882599723,40.2287,47.693433536640676,0.9703,7.649642299879081,5.422067510097471,3.662784309187406,2.3541703366802027,1.4447453239115953,0.6643370548058687,0.5246768932847451,0.45747460017607167,0.33074658002104473,0.271220852974691,0.7861865346706767,0.6773927961977605,0.5628174756693961,0.45529618045796005,0.3653325241184229
9.1587E-7,9.92211,15772.2785,0.20482,0.96037,0.4143946629028947,9.92211,72.56258352742366,0.20482,0.8929023728548093,0.7900534085717485,0.697974309341709,0.6152861815415529,0.5411700832331496,0.031398760305975625,0.028110828203938773,0.026677343370024215,0.023935381094341044,0.022626903652572434,0.36593740415566095,0.35234857366881933,0.3407406653355428,0.33010052935264217,0.3203454549589376
5.3992E-7,17.0547,949.060404,0.018472,3.8197,0.7964851101582874,17.0547,36.33959203849536,0.018472,3.746621991881306,3.648747123877471,3.5599814094906277,3.4735002284841126,3.3880712631253185,0.017614866244210207,0.015975461503914837,0.015769883960130363,0.01546962103759296,0.015374935658840032,0.17171112657756107,0.16872965574097254,0.16701395545840717,0.1654026555914374,0.1639523427794401
6.5752E-7,6.0267,2487.37292,0.93556,7.2897,0.698174941279027,6.0267,67.02230005980377,0.93556,7.165005949475204,6.999460502590847,6.8475409625758035,6.697883189372446,6.5490380417887994,0.03628314741180078,0.03329671198356384,0.03304885249789388,0.032711940079311816,0.03262288714639971,0.9743510097077525,0.9718650244178805,0.9706090411484303,0.9694710971485418,0.9685609789360224
7.3966E-7,70.0249,6145.71403,0.95024,1.8113,0.6180542998109788,70.0249,116.25404377423487,0.95024,1.6094640113591523,1.3953411146907913,1.2248502172387106,1.0744147019273727,0.9406705211845235,0.05279271391657331,0.042035099069802,0.03956273841076503,0.035032725663906666,0.032975073576085256,0.24981161617852998,0.2180525559781975,0.20445309262834804,0.19275589364917195,0.18197239139758664
1.0184E-6,4.59149,23764.1203,0.58107,5.7957,0.27594069314428954,4.59149,8.500032677412587,0.58107,4.0613504093741035,1.5432716522098513,0.3560326187234548,0.056489373562418586,0.007941243741146064,0.8548038020986914,0.4030280772341821,0.2523565120957576,0.059082709380330535,0.01648047180332798,0.9330008075291056,0.7988858016729175,0.6147221107652565,0.5420120975100357,0.5312731043282918
9.5251E-7,46.1509,21675.1549,0.75889,0.95635,0.36660235164941457,46.1509,56.378188683297736,0.75889,0.6781437259243313,0.3501000001421129,0.17671665977779932,0.08787569243346252,0.043374693156437,0.10415497641494027,0.05504978851013745,0.04162854588926109,0.02116825943775231,0.01412921560711986,0.2563085235334117,0.2151170088174454,0.19329882957464511,0.18171538219493538,0.1757682860985704
8.1053E-7,83.7665,1680.66757,0.88058,5.9051,0.5413561791231085,83.7665,20.937804936846028,0.88058,3.8528237341738985,1.6312739610841396,0.6430250006106255,0.2440135459655551,0.09114205994282058,0.6002109125274807,0.2670018099775325,0.18740269737767773,0.07455294664991266,0.04130230852200234,0.33805545143167154,0.2042578626616863,0.1363115603130331,0.10626443512646602,0.09437773433939095
7.9027E-7,18.3749,1811.42886,0.089823,3.8553,0.5639981316547743,18.3749,25.77918925519886,0.089823,3.5441060509021556,3.059188300498045,2.6254450122021216,2.2378649703420574,1.8943230491025351,0.12773865020395217,0.11425810281387311,0.10817786468706203,0.09629729229645169,0.09049695803265242,0.3154580587842016,0.29422090312842364,0.2749383388214131,0.2565450591539572,0.239374958101515
6.4325E-7,47.9692,2502.01359,0.94495,5.8854,0.7111336534618408,47.9692,70.9775356545858,0.94495,5.378242229369083,4.790696045240549,4.308328999659272,3.871359048446868,3.4693491507281347,0.1259796943135599,0.10342753402338538,0.09856058719792253,0.08994563130415904,0.08619762223585838,0.5498800676704114,0.4907530300313619,0.4588037862729436,0.4308049651267236,0.40381541860029824
9.3209E-7,21.6603,11789.1317,0.10796,0.45097,0.39346892529727856,21.6603,43.105023626680286,0.10796,0.3876496003683429,0.29348388030256833,0.22109015277048402,0.16577624667417235,0.12383118120124055,0.0292569753387026,0.02249248983179349,0.01983916803811527,0.015109019134996024,0.013032192025554999,0.15652397437970555,0.14880647739685246,0.14325978186037222,0.1388248041995769,0.13549853329858333
8.8728E-7,60.794,1352.26408,0.70027,8.208,0.45038478918312375,60.794,8.73015705873726,0.70027,3.358578767843984,0.2610547964656829,0.013571370140842738,6.7462382067407E-4,3.3473081987131497E-5,0.9161236897748464,0.07319569816983473,0.03850501993074391,0.0020019842170635673,1.8962674247404893E-4,0.35399537547509674,0.13672120422082026,0.11403180722010509,0.11285168949840607,0.11284032299009628
7.3099E-7,11.6404,4490.9516,0.36008,2.0428,0.6269558528456758,11.6404,88.67141918161188,0.36008,1.9515730780008762,1.836933057705788,1.7354852808492474,1.638892440381792,1.5462052592063973,0.027933569478502156,0.0247191034681209,0.02412761847627799,0.02306030050345116,0.022584467522467244,0.5273755359139577,0.5069967309224167,0.4953149026086895,0.4844090543780368,0.4737904683374455
9.2879E-7,54.2017,15331.8654,0.62752,8.0678,0.39775608505123405,54.2017,58.88300347827002,0.62752,6.718168475516316,4.7319245944559825,3.1965523709519004,2.064793348709933,1.2792288483751428,0.6149344847633423,0.4753461224894521,0.4128674716227456,0.2967984857556778,0.24320815075531654,0.5771426468697862,0.48477284062642617,0.39974013346146875,0.3246251485102298,0.2637419670608516
7.8061E-7,31.4113,8404.79519,0.71414,5.325,0.574592071333375,31.4113,126.90276428910998,0.71414,5.010375601427249,4.623176519564751,4.282273517334298,3.960052843850985,3.6555558763325147,0.10075049176422818,0.08870409752370467,0.08627349541648714,0.08153700962373368,0.07923112593819777,0.6492418689824707,0.6149544733073569,0.5922228111340282,0.5701813483301864,0.5489723213702132
7.6645E-7,59.4083,4472.13261,0.92848,0.45068,0.5898856024005268,59.4083,73.3131273043414,0.92848,0.3769710755898579,0.2975560330488036,0.23735874390918427,0.18912897261225112,0.1506134214218055,0.02028921978519701,0.01537940408702042,0.01385065341193261,0.01108099207007524,0.00984008140330568,0.15975206150725468,0.14257073189984465,0.13669408246479703,0.13179045998325864,0.1280476933816194
6.8923E-7,57.3012,2708.44784,0.932,0.81154,0.6683609180731823,57.3012,64.50921940602599,0.932,0.6968711625985711,0.5758706937975799,0.48269250806995107,0.4045308802314899,0.3386868248732538,0.027799051037235706,0.02140706698301788,0.0196820899506927,0.01654217283827661,0.015127232758185692,0.17976376121368545,0.15510013092675923,0.1463473441302697,0.13939089337384963,0.1335135280041687
7.702E-7,7.25433,5473.264,0.60741,2.3422,0.5858626621079112,7.25433,87.8348583155281,0.60741,2.247296179104279,2.121954535248364,2.0076656364573138,1.897197213313674,1.790929645598133,0.03217937803260856,0.029341769949622284,0.028851348225683023,0.027821676693290175,0.02728242688483659,0.7808136008439374,0.7624293605674228,0.7499418747290967,0.7372614654752173,0.7252996651856806
1.0175E-6,15.4978,921.353103,0.3633,0.35833,0.2772198868409783,15.4978,0.34523638670460594,0.3633,0.05055798385768001,5.66002134455606E-7,6.442595255900755E-12,7.228953432271357E-17,8.09679418942668E-22,0.0171473908893392,1.9196687215596873E-7,9.598452862250408E-8,1.0925567786758615E-12,2.4517925774850757E-17,0.16696723544296102,0.21166417316289027,0.21297374216877038,0.21167445323468057,0.21168754621702032
5.2037E-7,55.5839,325.073357,0.18376,3.5785,0.8109564514515966,55.5839,13.014818205842252,0.18376,3.038662280033488,2.3470293827047337,1.807523721025335,1.380290635382684,1.0460343955675409,0.11996833692765461,0.09358085372270292,0.08384364032399583,0.06604270004807873,0.05797897317086869,0.18701828980789617,0.15663795939126385,0.13649943789649577,0.11959260820922357,0.10566889081315645
5.5083E-7,33.2085,1044.35026,0.036557,1.8308,0.7881772853229292,33.2085,38.923707264516345,0.036557,1.751432921728452,1.6496194476733774,1.5603482950892578,1.4757398317775607,1.3943973751101322,0.01869397197125226,0.01639107632597021,0.01596301813731545,0.015235124208683623,0.014935288468706558,0.12280285222501024,0.11783579948231783,0.11528794599823465,0.11307852688857482,0.1109499477203036
1.0124E-6,0.790396,20718.4502,0.16716,1.7419,0.28444728829216986,0.790396,9.921603071715369,0.16716,1.5707242779353967,1.263675287555239,0.9946827298098466,0.765531419623709,0.576779880702121,0.1036187992869572,0.09077602182047843,0.08405347531564684,0.07051414073944356,0.06369735266807186,0.8998963756234337,0.8780020066744151,0.8509762835961283,0.8216646661414976,0.7943537997671151
6.9885E-7,8.413,88.0710327,0.27557,6.0898,0.6590385353682215,8.413,2.0145445312647188,0.27557,3.494642017089584,0.8334053317644877,0.1437505541153375,0.022133345671794383,0.003341278926830695,0.6199350858464812,0.16065508045336951,0.09449290458014646,0.016354170327581328,0.004377611948239291,0.6487586603866619,0.37518508891017127,0.2683772655163338,0.24702762090456892,0.24394031536524408
8.5363E-7,41.4194,2110.94134,0.76326,7.6086,0.4912824762364079,41.4194,18.84373466137434,0.76326,5.309024647980031,2.388185114267684,0.9277996450172858,0.32716916846003335,0.11009284977549112,0.8311054170542902,0.4155429493720725,0.2932241736366308,0.11633650860370885,0.061767619306228594,0.589678240896645,0.39248013061525594,0.25794457687312294,0.19092553287544214,0.16452213661976994
5.4303E-7,31.1051,929.864305,0.27394,9.2938,0.794133820392359,31.1051,35.34190360038964,0.27394,8.789016085970433,8.138236874805404,7.568404893567335,7.0305140082278195,6.517864193171775,0.11779754501298181,0.10314528692390292,0.1002544580396043,0.09507918608930016,0.09279474302329463,0.5596354272557295,0.5258997526526799,0.5049375402587625,0.4853248860960516,0.4659601231559269
7.4263E-7,44.8756,4934.0502,0.077632,2.2061,0.6149808439038158,44.8756,91.94003849805425,0.077632,2.1022273613761997,1.9719896387168854,1.8563490589706322,1.7460548117579868,1.6408360993892321,0.03223947999282886,0.028626054578986666,0.027964330090747804,0.02667439819565585,0.026046190788802763,0.1530477141733879,0.14669284557899537,0.1431329749917894,0.1396733194052081,0.1363058770727918
8.4351E-7,28.9377,4712.71305,0.31358,8.8943,0.5032729278514894,28.9377,45.808792291495116,0.31358,8.118864800792307,6.938854536263894,5.878381586726125,4.925791092831603,4.079739274779225,0.33178348607745406,0.2981731792215345,0.2830065241949286,0.25286212942505487,0.23788438968178713,0.6294533622042366,0.5837798001022205,0.5401346971346236,0.4967666515683248,0.45426844133327005
9.2246E-7,5.86102,13213.4356,0.63594,2.9839,0.4059370803005085,5.86102,55.552354729967774,0.63594,2.7922171558172515,2.4760861169628208,2.1800317760278736,1.9039802889191244,1.649507876789631,0.09720607936721938,0.0910327624462838,0.08795745702286469,0.08156451268188487,0.07824687376432417,0.881149148929755,0.8617052444951784,0.8396178744021516,0.8150245394632202,0.7898096088177143
8.2813E-7,7.32872,2534.31703,0.48217,4.621,0.5212217704493144,7.32872,27.79485736473775,0.48217,4.25338575707173,3.6525184174589618,3.0974951436439793,2.59129932987596,2.1378700598531455,0.16586542331784068,0.15321047458146717,0.1464712271666852,0.13244905343995053,0.12516612712799782,0.8772060340518811,0.8469581986767407,0.8108220802431912,0.7696120605132589,0.7262698958487751
8.6449E-7,81.1552,2893.93623,0.26192,8.2749,0.4782561881861756,81.1552,23.443065408023468,0.26192,6.2347028419026085,3.451584432642999,1.733755040419191,0.7963982859772564,0.34281350956309165,0.8019926778736133,0.4950154437611866,0.38256364532184467,0.20040917400163155,0.13070650112076043,0.30999379253892756,0.22569678957429073,0.1610831009566204,0.11821643781218662,0.09437254551258191
5.5508E-7,28.2188,329.038117,0.84914,5.7362,0.784895984298705,28.2188,12.134355879503396,0.84914,4.697043431054183,3.345802566821466,2.351534069404793,1.6274500107168826,1.1130391227667422,0.2500155929727655,0.1839661858486823,0.1589705228070887,0.11457729582997486,0.09517973189445463,0.5738145866773574,0.4575821400523158,0.372509205216073,0.3042912180896271,0.25258972030105914
5.8003E-7,11.5876,1507.84002,0.5842,9.4899,0.7651242002401368,11.5876,52.07274185331556,0.5842,9.237625560409727,8.906095866213594,8.606283188103527,8.313927892256155,8.024138288569889,0.06409905617486106,0.05796678256139405,0.057245864989088895,0.05627691767941603,0.05602888794204832,0.9440809852038,0.9363500862883255,0.9313359396548417,0.9264627339335724,0.9218938028033908
1.0102E-6,24.2859,11929.2233,0.57832,9.4581,0.2875537788838435,24.2859,6.29587666480475,0.57832,3.014227310365605,0.040125174399630655,1.726534752862855E-4,7.231775432770994E-7,2.9939820462838277E-9,1.0014793259176094,0.013453345545924228,0.006755620104092111,2.9068586035590413E-5,2.4250981118512336E-7,0.48276144074720007,0.20710097650533063,0.20132094528932354,0.20132383308099436,0.20413057379861038
6.9298E-7,82.6239,1149.1184,0.18201,7.988,0.6647423007550837,82.6239,26.94629555999866,0.18201,6.958635494015066,5.564193004837236,4.408708435520557,3.4441482262194145,2.6534211190715227,0.3221069187168176,0.2669092322816906,0.2448581051144296,0.20272983409214196,0.18265269023711533,0.2631212804801387,0.2286644070866292,0.2007211098870416,0.1752051593997407,0.15242151861476386
7.6013E-7,58.5433,3988.3119,0.80454,4.9203,0.5966211669967268,58.5433,67.7184901544877,0.80454,4.306305499780842,3.5602236284234854,2.948655844732899,2.4276662083008933,1.987042257341381,0.18903973762495574,0.15495700647224175,0.143481811959631,0.12182522269731912,0.11164382794761801,0.4390492859514736,0.3827245301359368,0.3437649581600397,0.30901371624808877,0.2778173219430329
7.1426E-7,7.41741,581.94768,0.21742,5.9939,0.6438360019285443,7.41741,12.430004568340308,0.21742,5.463801941582707,4.595584160954039,3.813796612321373,3.1194164662734556,2.5136963990893744,0.2067110773306108,0.186133191495456,0.17572792293375894,0.15476826305051458,0.1442138717289673,0.7816471243179107,0.7328215086703083,0.6813822237243967,0.6286785891066092,0.5768710717013137
6.1032E-7,21.947,984.397263,0.70317,2.2334,0.7399525720284864,21.947,31.104882038110347,0.70317,1.9741410186257742,1.6566011823166171,1.398239229098218,1.176736756726887,0.9872568345214568,0.06460030429873491,0.052561155762751124,0.04881180937098736,0.04180512917634814,0.03854779537347269,0.4343871410687099,0.38262680862732856,0.3528258701157316,0.32660754376627965,0.3037444210040143
6.336E-7,2.31508,2483.83897,0.16318,9.7188,0.7197357547717195,2.31508,72.82238052826666,0.16318,9.674326380935655,9.616488668382457,9.563822995713952,9.512035473850686,9.460193166212745,0.0122153248912354,0.011122990067588271,0.011030257342555068,0.010943309995327461,0.010949095373133058,0.9758742771024564,0.9752570482501366,0.9749622078683978,0.9747127418273935,0.9745193448052404
1.014E-6,12.0693,20772.0922,0.23653,8.0772,0.2821837777665755,12.0693,9.239655748525312,0.23653,5.061831625716219,1.3664818850914313,0.2189810493926974,0.026138362540509757,0.0029179013062397914,1.249028212331178,0.387855282466172,0.2265180553111057,0.036514672026611336,0.007848515897183248,0.670000510856085,0.3996394736764832,0.2636788347025785,0.23663394537262744,0.23335067892556674
6.1691E-7,4.9478,169.086864,0.78813,2.0491,0.7343064698068361,4.9478,5.234123767488101,0.78813,1.6063049622521355,0.9726554335898255,0.5561067806202384,0.3053630666915519,0.16361754233623907,0.1303015769090219,0.085657676501156,0.06860988901053566,0.040355089331630345,0.029148077143345344,0.7625876898421664,0.6636596970017865,0.5757733019092448,0.5120291209879387,0.4750205341499873
5.6447E-7,28.4395,1891.17947,0.65693,0.73142,0.7775568227832571,28.4395,68.08991769536232,0.65693,0.6750372095565162,0.6141993885583517,0.5654036196092027,0.5215913794972945,0.48095224778554646,0.011447041606277988,0.0091812492329087,0.008712407145782489,0.007945044308883207,0.007646523559110139,0.24137547949481053,0.21630008471883405,0.20828200756803228,0.2029925616555358,0.19820396343757107
8.3687E-7,17.3978,7167.91102,0.078487,0.75806,0.5110624881261357,17.3978,73.49098649223053,0.078487,0.7180827737003664,0.6616880548990306,0.6102696276063458,0.5624062678846101,0.5177787245236558,0.015731682774424643,0.014343513082809697,0.013847658183126344,0.012900477010468469,0.012449150737493945,0.17206423547972557,0.1673564957841938,0.16390153195007645,0.16087226218484768,0.1578654016189866
7.4865E-7,12.111,797.679714,0.17676,9.0391,0.6087133626503666,12.111,14.409623358545778,0.17676,8.235348017486285,6.915422879676442,5.726579011109675,4.6689883220994775,3.743733605671927,0.32938731814044614,0.2966759874008368,0.2802988719216658,0.247409535463495,0.2308973144844952,0.7221635040512011,0.6702833960824524,0.617466248870542,0.5640449461169682,0.5114447093813496
8.8679E-7,18.7679,15351.3352,0.83716,5.3514,0.4509916710912767,18.7679,99.62662496151853,0.83716,4.990507504887929,4.463130508345503,3.9755476283535636,3.5193131454520565,3.0961464698354764,0.15589088225461922,0.14412787404935068,0.13949463320671324,0.12997402556037574,0.1250866587566757,0.8347226514389805,0.8041618338599716,0.7732991238944088,0.7401924248489008,0.7065459758142119
1.0185E-6,26.5399,27528.0548,0.40907,5.6476,0.27579849069815404,26.5399,9.794864197884012,0.40907,2.1950524704345225,0.1036038751026667,0.0025177810175350825,5.804630013548591E-5,1.3372060096486262E-6,0.7100467981151649,0.03431872894190219,0.017576904439229674,4.2716633700644243E-4,1.9252737455721758E-5,0.3879095269338486,0.19375689326753484,0.18197939079745604,0.18168254866745523,0.1816885818997509
9.381E-7,54.8305,19504.9671,0.86031,2.2617,0.3856220353549339,54.8305,64.95714307040527,0.86031,1.704079743686918,1.000788951732754,0.5694159143708586,0.31598357279598255,0.17259087987513225,0.21991903064406704,0.13489034878306466,0.1070693209967642,0.062043594143406815,0.04483889507634988,0.33733242276665126,0.26836385750806524,0.2230858328384955,0.19412461142163967,0.17691613000565154
9.1712E-7,48.3134,10059.5571,0.73625,7.385,0.41279507737008814,48.3134,45.5205851294855,0.73625,5.891686411323859,3.753933350085571,2.244018742762247,1.262102572572325,0.6747519255267825,0.6535253625076195,0.4615909615561224,0.3808846404454913,0.23986766390383152,0.17955700847280262,0.5996959906904841,0.4799991598670311,0.3741801471849707,0.2901446691607454,0.2317376950365389
8.054E-7,17.652,2430.74262,0.26672,9.376,0.547143496074164,17.652,31.358946735617522,0.26672,8.669663555183547,7.560336442947074,6.542154077282952,5.60796068736593,4.759300111596124,0.2978173520650851,0.2733480257686281,0.26207390559084226,0.23931843066069516,0.22783707590833385,0.7420240303459548,0.6996345433795921,0.6572279131104957,0.6140219941964306,0.5707631158091258
